0;2179
1;2179
2;2045
3;2045
4;2045
5;2045
6;2045
7;2045
8;2045
9;2045
10;2045
11;2045
12;2045
13;2045
14;2045
15;2045
16;2045
17;2045
18;2045
19;2045
20;2045
21;2045
22;2045
23;2045
24;2045
25;2045
26;2045
27;2029
28;2029
29;2029
30;2029
31;2029
32;2029
33;2029
34;2029
35;2029
36;2029
37;2029
38;2029
39;2029
40;2029
41;2029
42;2029
43;2029
44;2029
45;2029
46;2029
47;2029
48;2029
49;2029
50;2029
51;2029
52;2029
53;2029
54;2029
55;2029
56;2029
57;2029
58;2029
59;2029
60;2029
61;2029
62;2029
63;2029
64;2029
65;2029
66;2029
67;2029
68;2029
69;2029
70;2029
71;2029
72;2029
73;2029
74;2029
75;2029
76;2029
77;2029
78;2029
79;2029
80;2029
81;2029
82;2029
83;2029
84;2029
85;2029
86;2029
87;2029
88;2029
89;2029
90;2029
91;2029
92;2029
93;2029
94;2029
95;2029
96;2029
97;2029
98;2029
99;2029
100;2029
