0;910;910
1;910;1216
2;910;1037
3;910;1155
4;910;1043
5;910;1114
6;910;1084
7;910;1047
8;910;1051
9;910;1153
10;910;992
11;910;1143
12;910;975
13;910;1062
14;910;1002
15;910;1185
16;910;1020
17;910;1055
18;910;1125
19;910;1009
20;910;1062
21;910;1021
22;910;1170
23;910;1163
24;910;1110
25;910;1049
26;910;1033
27;910;1010
28;910;1162
29;910;1084
30;910;986
31;910;1103
32;910;1082
33;910;1166
34;910;1034
35;910;1103
36;910;1000
37;910;1160
38;910;1034
39;910;983
40;910;1080
41;910;1038
42;910;1133
43;910;1092
44;910;1021
45;910;1128
46;910;1125
47;910;1058
48;910;1133
49;910;1076
50;910;1049
51;910;1099
52;910;1163
53;910;1046
54;910;1157
55;910;1047
56;910;1010
57;910;1047
58;910;1015
59;910;1149
