0;1129;1129
1;1042;1042
2;1032;1032
3;1032;1070
4;1016;1016
5;1016;1118
6;1016;1079
7;1016;1079
8;1016;1040
9;1016;1130
10;1016;1131
11;1016;1092
12;1016;1023
13;1016;1094
14;1016;1075
15;1016;1063
16;1016;1172
17;1016;1152
18;1012;1012
19;1012;1057
20;1012;1133
21;1006;1006
22;979;979
23;979;1141
24;979;1100
25;979;1044
26;979;1152
27;979;1023
28;979;1160
29;979;1260
30;979;1026
31;979;1008
32;979;1091
33;979;1018
34;979;1096
35;979;1060
36;979;997
37;979;1069
38;979;1045
39;979;1137
40;979;1018
41;979;1076
42;979;1031
43;979;1191
44;979;1038
45;955;955
46;955;1050
47;955;1020
48;955;1124
49;955;1051
50;955;1010
51;955;1152
52;955;1096
53;955;1063
54;955;1010
55;955;1018
56;955;988
57;955;1141
58;955;1036
59;955;1053
60;955;1058
61;955;1122
62;955;1119
63;955;1016
64;955;1021
65;955;1098
66;955;955
67;955;1111
68;955;1123
69;955;1086
70;955;1085
71;955;1110
