0;1658;1658
1;1658;1903
2;1658;1881
3;1658;1838
4;1658;1913
5;1658;1717
6;1658;1839
7;1658;1970
8;1658;1986
9;1658;2015
10;1658;1870
11;1658;1764
12;1658;1905
13;1658;1854
14;1658;1879
15;1658;1931
16;1658;1790
17;1658;1838
18;1658;1814
19;1658;1774
20;1658;1879
21;1658;1901
22;1658;1970
23;1658;1851
24;1658;1872
25;1658;1999
26;1658;1765
27;1658;1867
28;1658;2012
29;1658;1961
30;1658;1776
31;1658;1964
32;1658;1779
33;1658;1965
34;1658;1906
35;1658;1823
36;1658;1833
37;1658;1882
38;1658;1940
39;1658;1901
