0;1832;1832
1;1832;1981
2;1496;1496
3;1496;1695
4;1496;1598
5;1496;1825
6;1496;1801
7;1496;1609
8;1496;1836
9;1496;1649
10;1496;2064
11;1496;1787
12;1496;1980
13;1496;1682
14;1496;1611
15;1496;1674
16;1496;1695
17;1496;1597
18;1496;1817
19;1496;1707
20;1496;1816
21;1496;1625
22;1496;1828
23;1427;1427
24;1427;1812
25;1427;1692
26;1427;1887
27;1427;1771
28;1427;1710
29;1427;1718
30;1427;2024
31;1427;1808
32;1427;1530
33;1427;1647
34;1427;1881
35;1427;1695
36;1427;1679
37;1427;1512
38;1427;1615
39;1427;1884
40;1427;1566
41;1427;1828
42;1427;1642
43;1427;1693
44;1427;1815
45;1427;1599
46;1427;1661
47;1427;1933
48;1427;1712
49;1427;1733
50;1427;1936
51;1427;1625
52;1427;1740
53;1427;1701
54;1427;1803
55;1427;1840
56;1427;1729
57;1427;1996
58;1427;1779
59;1427;1792
60;1427;1995
61;1427;1620
62;1427;1982
63;1427;1710
64;1427;1540
65;1427;1682
66;1427;1804
67;1427;2114
68;1427;1784
69;1427;1624
70;1427;1770
71;1427;1695
72;1427;1581
73;1427;1844
74;1427;1656
75;1427;1655
76;1427;1968
77;1427;1866
78;1427;1916
79;1361;1361
80;1361;2114
81;1361;1675
82;1361;1665
83;1361;1737
84;1361;1812
85;1361;1664
86;1361;1582
87;1361;1728
88;1361;1632
89;1361;1718
90;1361;1662
91;1361;1636
92;1361;1598
93;1361;1564
