0;1681;1681
1;1681;1808
2;1594;1594
3;1594;1720
4;1594;1656
5;1594;1612
6;1580;1580
7;1580;1831
8;1580;1704
9;1580;1652
10;1580;1628
11;1580;1602
12;1580;1710
13;1527;1527
14;1527;1862
15;1527;1686
16;1527;1661
17;1527;1624
18;1527;1573
19;1479;1479
20;1479;1741
21;1479;1840
22;1479;1690
23;1479;1571
24;1465;1465
25;1465;1728
26;1465;1733
27;1465;1733
28;1465;1740
29;1465;1681
30;1465;1658
31;1465;1766
32;1465;1554
33;1465;1720
34;1465;1798
35;1465;1561
36;1465;1630
37;1465;1755
38;1465;1745
39;1465;1649
40;1465;1873
41;1465;1502
42;1465;1530
43;1465;1879
44;1465;1873
45;1465;1595
46;1465;1607
47;1465;1645
48;1465;1778
49;1465;1834
50;1465;1512
51;1465;1693
52;1465;1515
53;1465;1645
54;1465;1682
55;1465;1839
56;1465;1598
57;1465;1514
58;1465;1765
59;1465;1596
60;1465;1670
61;1465;1695
62;1465;1646
63;1465;1750
64;1465;1891
65;1465;1691
66;1386;1386
67;1386;1618
68;1386;1842
69;1386;1697
70;1386;1648
71;1386;1520
72;1386;1616
73;1386;1826
74;1386;1654
75;1386;1628
76;1386;1644
77;1386;1557
78;1386;1694
79;1386;1634
80;1386;1686
81;1386;1836
82;1386;1764
83;1386;1888
84;1386;1519
85;1386;1583
86;1386;1660
87;1386;1543
88;1386;1658
89;1386;1682
90;1386;1587
91;1386;1638
92;1386;1595
93;1386;1619
94;1386;1840
95;1386;1686
96;1386;1605
97;1386;1675
98;1386;1765
99;1386;1599
100;1386;1703
101;1386;1519
102;1386;1671
