0;1947;1947
1;1804;1804
2;1804;1990
3;1804;1879
4;1804;1986
5;1804;1939
6;1804;1887
7;1804;2016
8;1804;1883
9;1804;1809
10;1804;1929
11;1804;1956
12;1804;1906
13;1804;1831
14;1804;1908
15;1804;1911
16;1804;1890
17;1804;1968
18;1804;1925
19;1804;1814
20;1804;1863
21;1804;1867
22;1804;1936
23;1804;1912
24;1804;1924
25;1804;1850
26;1804;1901
27;1804;1828
28;1791;1791
29;1750;1750
30;1750;1880
31;1750;1786
32;1750;1798
33;1750;1881
34;1719;1719
35;1719;1750
36;1719;1908
37;1719;1899
38;1719;1896
39;1719;1938
