0;2155
1;2075
2;2075
3;2075
4;2075
5;2075
6;2067
7;2067
8;2067
9;2067
10;2067
11;2067
12;2067
13;2067
14;2067
15;2049
16;2049
17;2049
18;2017
19;2017
20;2017
21;1976
22;1976
23;1976
24;1976
25;1976
26;1976
27;1976
28;1976
29;1976
30;1976
31;1976
32;1976
33;1976
34;1976
35;1976
36;1976
37;1976
38;1976
39;1976
40;1976
41;1976
42;1976
43;1976
44;1976
45;1976
46;1976
47;1976
48;1976
49;1976
50;1976
51;1976
52;1976
53;1976
54;1976
55;1976
56;1976
57;1976
58;1976
59;1976
60;1976
61;1976
62;1976
63;1976
64;1976
65;1976
66;1976
67;1976
68;1976
69;1976
70;1976
71;1976
72;1976
73;1976
74;1976
75;1976
76;1976
77;1976
78;1976
79;1976
80;1976
81;1976
82;1976
83;1976
84;1976
85;1976
86;1976
87;1976
88;1976
89;1976
90;1976
91;1976
92;1976
93;1976
94;1976
95;1976
96;1976
97;1974
98;1974
99;1974
100;1974
