0;2137;2137
1;1986;1986
2;1983;1983
3;1983;2040
4;1983;2094
5;1964;1964
6;1964;2002
7;1802;1802
8;1802;2092
9;1802;2228
10;1802;2221
11;1802;2047
12;1802;2106
13;1802;2120
14;1802;2084
15;1802;2150
16;1802;2160
17;1802;2254
18;1802;2104
19;1802;2167
20;1802;2257
21;1802;2021
22;1802;1924
23;1802;2065
24;1802;2329
25;1802;2032
26;1802;2066
27;1802;2091
28;1802;2251
29;1802;2268
30;1802;1989
31;1802;2075
32;1802;2126
33;1802;2197
34;1802;2064
35;1802;2082
36;1802;1999
37;1802;2080
38;1802;2158
39;1802;2109
40;1802;1939
41;1802;2079
42;1802;2103
43;1802;1829
44;1802;2163
45;1802;2097
46;1802;2249
47;1802;2195
48;1802;1973
49;1802;1986
50;1802;1971
51;1802;2047
52;1802;2053
53;1802;2000
54;1802;2181
55;1802;2199
56;1802;2219
57;1802;1924
58;1802;2023
59;1802;2106
60;1802;2058
61;1802;2128
62;1802;2041
63;1802;2102
64;1802;2070
65;1802;2106
66;1802;2000
67;1802;1843
68;1802;2120
69;1802;2223
70;1802;2090
71;1802;2065
72;1802;1932
73;1802;2020
74;1802;2125
75;1802;2148
76;1802;2049
77;1802;2036
78;1802;2098
79;1802;2079
80;1802;2130
81;1802;2190
82;1802;2302
83;1802;2098
84;1802;1989
85;1802;2131
86;1802;2029
87;1782;1782
88;1782;2179
89;1782;1990
90;1782;2093
91;1782;2145
92;1782;2036
93;1782;1975
94;1782;2203
95;1782;2077
96;1782;1922
97;1782;2077
98;1782;1973
99;1782;2135
100;1782;1991
101;1782;2159
102;1782;2232
103;1782;2133
104;1782;2029
105;1782;2178
106;1782;2029
107;1782;2096
108;1782;2070
109;1782;2270
110;1782;1984
111;1782;2052
112;1782;1881
113;1782;2231
114;1782;2196
115;1782;2135
116;1782;2025
117;1782;2242
118;1782;2182
119;1782;2090
120;1782;2170
121;1782;2064
122;1782;1806
123;1782;2145
124;1782;2061
125;1782;2023
126;1782;2087
127;1782;2122
128;1782;2261
129;1782;2137
130;1782;1985
131;1782;2099
132;1782;1978
133;1782;1995
134;1782;2115
135;1782;2144
136;1782;2107
137;1782;2086
138;1782;2001
139;1782;2084
140;1782;2077
141;1782;2130
142;1782;2228
143;1782;2079
144;1782;2143
145;1782;2175
146;1782;2076
147;1782;2086
148;1782;2188
149;1782;2107
150;1782;2263
151;1782;2123
152;1782;2109
153;1782;1891
154;1782;2215
155;1782;2042
156;1782;1889
157;1782;2141
158;1782;2234
159;1782;2111
160;1782;2104
161;1782;1910
162;1782;1963
163;1782;1998
164;1782;2083
165;1782;1925
166;1782;2050
167;1782;2006
168;1782;1942
169;1782;2116
170;1782;2201
171;1782;2030
172;1782;2127
173;1782;2344
174;1782;2109
175;1782;2259
176;1782;2009
177;1782;2155
178;1782;1958
179;1782;2075
180;1782;1918
181;1782;2343
182;1782;2100
183;1782;1974
184;1782;2011
185;1782;2073
186;1782;2032
